Input Class,Property,Output Class
http://purl.obolibrary.org/obo/ENVO_02500007,http://purl.obolibrary.org/obo/RO_0002233,http://purl.obolibrary.org/obo/ENVO_01000815
http://purl.obolibrary.org/obo/ENVO_00005795,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000447
http://purl.obolibrary.org/obo/ENVO_03000045,http://purl.obolibrary.org/obo/RO_0002234,http://purl.obolibrary.org/obo/ENVO_00003044
http://purl.obolibrary.org/obo/ENVO_01000066,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000447
http://purl.obolibrary.org/obo/ENVO_03000076,http://purl.obolibrary.org/obo/BFO_0000051,http://purl.obolibrary.org/obo/ENVO_01000815
http://purl.obolibrary.org/obo/ENVO_00000088,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_03000044,http://purl.obolibrary.org/obo/RO_0002234,http://purl.obolibrary.org/obo/ENVO_00002200
http://purl.obolibrary.org/obo/ENVO_01000666,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000819
http://purl.obolibrary.org/obo/ENVO_00000397,http://purl.obolibrary.org/obo/BFO_0000051,http://purl.obolibrary.org/obo/ENVO_01000281
http://purl.obolibrary.org/obo/ENVO_03000011,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_01000277
http://purl.obolibrary.org/obo/ENVO_01000280,http://purl.obolibrary.org/obo/RO_0001025,http://purl.obolibrary.org/obo/ENVO_01000817
http://purl.obolibrary.org/obo/ENVO_01000295,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000819
http://purl.obolibrary.org/obo/ENVO_03000017,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_00000133
http://purl.obolibrary.org/obo/ENVO_01000830,http://purl.obolibrary.org/obo/RO_0000057,http://purl.obolibrary.org/obo/ENVO_00002005
http://purl.obolibrary.org/obo/ENVO_01000320,http://purl.obolibrary.org/obo/ENVO_2100001,http://purl.obolibrary.org/obo/ENVO_00000000
http://purl.obolibrary.org/obo/ENVO_00000475,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000819
http://purl.obolibrary.org/obo/ENVO_03000120,http://purl.obolibrary.org/obo/RO_0002220,http://purl.obolibrary.org/obo/ENVO_01000281
http://purl.obolibrary.org/obo/ENVO_03000053,http://purl.obolibrary.org/obo/RO_0001025,http://purl.obolibrary.org/obo/ENVO_00000133
http://purl.obolibrary.org/obo/ENVO_01000740,http://purl.obolibrary.org/obo/RO_0002473,http://purl.obolibrary.org/obo/ENVO_01000277
http://purl.obolibrary.org/obo/ENVO_01000081,http://purl.obolibrary.org/obo/RO_0001018,http://purl.obolibrary.org/obo/ENVO_01000819
http://purl.obolibrary.org/obo/ENVO_03000066,http://purl.obolibrary.org/obo/RO_0002354,http://purl.obolibrary.org/obo/ENVO_03000044
http://purl.obolibrary.org/obo/ENVO_01000293,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_01000818
http://purl.obolibrary.org/obo/ENVO_01000075,http://purl.obolibrary.org/obo/BFO_0000050,http://purl.obolibrary.org/obo/ENVO_00000447
